x,density
0.9,0.8507552883334826
0.9002004008016032,0.8445490659841949
0.9004008016032065,0.8373958294133128
0.9006012024048097,0.8293204606839254
0.9008016032064129,0.8203508756213583
0.901002004008016,0.8105178630847527
0.9012024048096192,0.799854908975352
0.9014028056112224,0.7883980063885719
0.9016032064128257,0.7761854534151033
0.9018036072144289,0.7632576401787307
0.9020040080160321,0.7496568267656323
0.9022044088176353,0.7354269137496365
0.9024048096192385,0.7206132070516497
0.9026052104208417,0.7052621788880575
0.902805611222445,0.6894212265622945
0.9030060120240481,0.6731384308378241
0.9032064128256513,0.6564623155974522
0.9034068136272545,0.6394416104467844
0.9036072144288577,0.6221250178569441
0.9038076152304609,0.6045609863659569
0.9040080160320642,0.5867974912707028
0.9042084168336674,0.5688818241414463
0.9044088176352706,0.5508603923830205
0.9046092184368738,0.5327785299486332
0.904809619238477,0.5146803201891522
0.9050100200400801,0.49660843169038377
0.9052104208416833,0.4786039678184394
0.9054108216432866,0.4607063305571807
0.9056112224448898,0.44295309908533825
0.905811623246493,0.42537992340563313
0.9060120240480962,0.4080204332036552
0.9062124248496994,0.39090616198476913
0.9064128256513027,0.37406648641056095
0.9066132264529059,0.35752858063714965
0.9068136272545091,0.3413173853434026
0.9070140280561122,0.32545559103225774
0.9072144288577154,0.30996363509016694
0.9074148296593186,0.2948597120021894
0.9076152304609219,0.2801597960411013
0.9078156312625251,0.2658776756801934
0.9080160320641283,0.2520249989213335
0.9082164328657315,0.23861132868099127
0.9084168336673347,0.22564420733978874
0.9086172344689379,0.21312922953270594
0.908817635270541,0.2010701222400433
0.9090180360721443,0.18946883123042918
0.9092184368737475,0.17832561290881482
0.9094188376753507,0.16763913063174715
0.9096192384769539,0.1574065545700588
0.9098196392785571,0.14762366422468157
0.9100200400801604,0.13828495273281008
0.9102204408817636,0.129383732140232
0.9104208416833668,0.12091223885842767
0.91062124248497,0.11286173857337116
0.9108216432865731,0.1052226299241017
0.9110220440881763,0.09798454632390341
0.9112224448897795,0.09113645535379515
0.9114228456913828,0.08466675521586921
0.911623246492986,0.07856336779364048
0.9118236472945892,0.07281382792532949
0.9120240480961924,0.06740536855502127
0.9122244488977956,0.062325001484353014
0.9124248496993989,0.05755959350343802
0.9126252505010021,0.053095937734203555
0.9128256513026052,0.04892082007088183
0.9130260521042084,0.045021080651725304
0.9132264529058116,0.0413836703419496
0.9134268537074148,0.037995702250760384
0.913627254509018,0.03484449834483518
0.9138276553106213,0.03191763125632962
0.9140280561122245,0.02920296141591217
0.9142284569138277,0.026688669669767157
0.9144288577154309,0.02436328556465124
0.9146292585170341,0.022215711506353906
0.9148296593186372,0.02023524301498708
0.9150300601202405,0.018411585314980914
0.9152304609218437,0.01673486650913782
0.9154308617234469,0.015195647594356015
0.9156312625250501,0.01378492958211569
0.9158316633266533,0.01249415798967997
0.9160320641282566,0.01131522496825991
0.9162324649298598,0.010240469332604307
0.916432865731463,0.009262674752520895
0.9166332665330661,0.00837506636121487
0.9168336673346693,0.007571306027990481
0.9170340681362725,0.0068454865342391395
0.9172344689378757,0.006192124881734913
0.917434869739479,0.0056061549513761735
0.9176352705410822,0.005082919718794754
0.9178356713426854,0.004618163220794396
0.9180360721442886,0.004208022453629986
0.9182364729458918,0.003849019370697492
0.918436873747495,0.0035380531334976216
0.9186372745490983,0.0032723927557509642
0.9188376753507014,0.0030496702664490572
0.9190380761523046,0.0028678745034048676
0.9192384769539078,0.002725345634635698
0.919438877755511,0.0026207704906511292
0.9196392785571142,0.002553178776487445
0.9198396793587175,0.0025219402181286205
0.9200400801603207,0.0025267626837795383
0.9202404809619239,0.002567691306323477
0.9204408817635271,0.0026451086191781243
0.9206412825651302,0.0027597357036633903
0.9208416833667334,0.002912634331887507
0.9210420841683367,0.003105210075039543
0.9212424849699399,0.0033392163328286855
0.9214428857715431,0.0036167592256358453
