x,density
0.9,0.062165529120575845
0.9002004008016032,0.06449977387880476
0.9004008016032065,0.06696622268353802
0.9006012024048097,0.06956657077273048
0.9008016032064129,0.07230245076731967
0.901002004008016,0.07517542740475393
0.9012024048096192,0.07818699204005419
0.9014028056112224,0.0813385569297152
0.9016032064128257,0.08463144931502112
0.9018036072144289,0.08806690532263398
0.9020040080160321,0.09164606370139558
0.9022044088176353,0.095369959415462
0.9024048096192385,0.09923951711476203
0.9026052104208417,0.10325554450479753
0.902805611222445,0.1074187256384872
0.9030060120240481,0.11172961415360733
0.9032064128256513,0.11618862647989095
0.9034068136272545,0.12079603504047759
0.9036072144288577,0.12555196147278458
0.9038076152304609,0.13045636989429654
0.9040080160320642,0.13550906023892378
0.9042084168336674,0.14070966168990384
0.9044088176352706,0.14605762623514382
0.9046092184368738,0.15155222237108049
0.904809619238477,0.15719252898088232
0.9050100200400801,0.1629774294128461
0.9052104208416833,0.1689056057844461
0.9054108216432866,0.17497553353732695
0.9056112224448898,0.1811854762680732
0.905811623246493,0.18753348085925994
0.9060120240480962,0.1940173729346527
0.9062124248496994,0.20063475266207642
0.9064128256513027,0.20738299092665802
0.9066132264529059,0.21425922589672747
0.9068136272545091,0.22126036000373991
0.9070140280561122,0.22838305735707795
0.9072144288577154,0.23562374161360633
0.9074148296593186,0.24297859432119978
0.9076152304609219,0.2504435537545086
0.9078156312625251,0.2580143142604537
0.9080160320641283,0.26568632612986154
0.9082164328657315,0.2734547960109286
0.9084168336673347,0.28131468787897174
0.9086172344689379,0.28926072457617524
0.908817635270541,0.2972873899337316
0.9090180360721443,0.3053889314880024
0.9092184368737475,0.3135593638008473
0.9094188376753507,0.32179247239356373
0.9096192384769539,0.33008181830225614
0.9098196392785571,0.33842074326161886
0.9100200400801604,0.34680237552253046
0.9102204408817636,0.3552196363078481
0.9104208416833668,0.3636652469091469
0.91062124248497,0.37213173642603414
0.9108216432865731,0.38061145014792536
0.9110220440881763,0.3890965585769735
0.9112224448897795,0.3975790670888927
0.9114228456913828,0.40605082622724925
0.911623246492986,0.41450354262464334
0.9118236472945892,0.42292879054285487
0.9120240480961924,0.4313180240218863
0.9122244488977956,0.43966258962626387
0.9124248496993989,0.44795373977472724
0.9126252505010021,0.4561826466377361
0.9128256513026052,0.4643404165848766
0.9130260521042084,0.47241810516246163
0.9132264529058116,0.4804067325790806
0.9134268537074148,0.4882972996750638
0.913627254509018,0.49608080434926577
0.9138276553106213,0.503748258414392
0.9140280561122245,0.511290704849921
0.9142284569138277,0.518699235419111
0.9144288577154309,0.5259650086145464
0.9146292585170341,0.533079267894085
0.9148296593186372,0.5400333601670477
0.9150300601202405,0.546818754487993
0.9152304609218437,0.5534270609133877
0.9154308617234469,0.5598500494742151
0.9156312625250501,0.5660796692156009
0.9158316633266533,0.5721080672524048
0.9160320641282566,0.5779276077880486
0.9162324649298598,0.5835308910419087
0.916432865731463,0.5889107720291985
0.9166332665330661,0.5940603791356337
0.9168336673346693,0.598973132428121
0.9170340681362725,0.6036427616414114
0.9172344689378757,0.6080633237800677
0.917434869739479,0.6122292202742173
0.9176352705410822,0.616135213627384
0.9178356713426854,0.6197764434943979
0.9180360721442886,0.62314844212767
0.9182364729458918,0.6262471491303973
0.918436873747495,0.6290689254561042
0.9186372745490983,0.6316105665948294
0.9188376753507014,0.6338693148876607
0.9190380761523046,0.6358428709128977
0.9192384769539078,0.6375294038890967
0.919438877755511,0.6389275610424892
0.9196392785571142,0.6400364758888653
0.9198396793587175,0.6408557753828544
0.9200400801603207,0.6413855858907888
0.9202404809619239,0.6416265379467702
0.9204408817635271,0.6415797697553817
0.9206412825651302,0.641246929408526
0.9208416833667334,0.6406301757882007
0.9210420841683367,0.6397321781315839
0.9212424849699399,0.6385561142396119
0.9214428857715431,0.6371056673152246
0.9216432865731463,0.6353850214226405
0.9218436873747495,0.6333988555643952
0.9220440881763527,0.6311523363783181
0.922244488977956,0.6286511094622659
0.9224448897795592,0.6259012893400405
0.9226452905811623,0.6229094480876961
0.9228456913827655,0.6196826026450846
0.9230460921843687,0.6162282008433332
0.923246492985972,0.6125541061844413
0.9234468937875752,0.6086685814149518
0.9236472945891784,0.6045802709409591
0.9238476953907816,0.6002981821371777
0.9240480961923848,0.5958316656078189
0.924248496993988,0.5911903944620759
0.9244488977955913,0.5863843426715765
0.9246492985971944,0.5814237625817433
0.9248496993987976,0.5763191616529274
0.9250501002004008,0.5710812785112077
0.925250501002004,0.5657210583919252
0.9254509018036072,0.5602496280623539
0.9256513026052104,0.5546782703123306
0.9258517034068137,0.5490183981041441
0.9260521042084169,0.5432815284745842
0.9262525050100201,0.5374792562836492
0.9264529058116233,0.5316232279050858
0.9266533066132264,0.525725114954627
0.9268537074148296,0.519796588151522
0.9270541082164329,0.5138492914087138
0.9272545090180361,0.5078948162457493
0.9274549098196393,0.5019446766173525
0.9276553106212425,0.49601028424842136
0.9278557114228457,0.4901029245640281
0.928056112224449,0.4842337333000143
0.9282565130260522,0.47841367387668443
0.9284569138276553,0.4726535156142423
0.9286573146292585,0.4669638128647343
0.9288577154308617,0.4613548851306716
0.9290581162324649,0.4558367982358045
0.9292585170340681,0.45041934660832295
0.9294589178356714,0.4451120367314725
0.9296593186372746,0.4399240718107159
0.9298597194388778,0.4348643377008629
0.930060120240481,0.42994139013028876
0.9302605210420842,0.42516344325325434
0.9304609218436873,0.4205383595547843
0.9306613226452906,0.41607364112619216
0.9308617234468938,0.4117764223226794
0.931062124248497,0.4076534638079272
0.9312625250501002,0.40371114798396945
0.9314629258517034,0.39995547579823065
0.9316633266533066,0.39639206491304435
0.9318637274549099,0.39302614921684703
0.9320641282565131,0.3898625796499223
0.9322645290581162,0.3869058263118208
0.9324649298597194,0.38415998181167
0.9326653306613226,0.38162876581733524
0.9328657314629258,0.3793155307540156
0.9330661322645291,0.37722326859819105
0.9332665330661323,0.37535461870817344
0.9334669338677355,0.3737118766284607
0.9336673346693387,0.3722970038012585
0.9338677354709419,0.3711116381152267
0.9340681362725451,0.37015710521848955
